FieldId date-obs deltaT[sec] RA Dec
13635 59459.10574454861 64.287 124.61539 38.269
1444 59459.10648861111 58.456 63.69231 -56.16217
13449 59459.10716518518 106.143 122.90322 36.69514
13261 59459.10839369213 121.028 121.90476 35.12129
1195 59459.10979447917 184.838 57.0 -59.30987
1077 59459.11193380787 25.318 51.65217 -60.88372
12674 59459.112226840276 104.764 118.49246 30.39973
12473 59459.11343938657 50.72 117.62376 28.82588
966 59459.11402642361 53.765 46.23853 -62.45758
12268 59459.114648703704 104.203 116.78049 27.25203
12061 59459.11585475694 30.308 115.96154 25.67818
860 59459.11620554398 73.61 40.19418 -64.03143
11850 59459.117057511576 90.745 115.16588 24.10432
11638 59459.118107800925 39.315 114.92958 22.53047
760 59459.11856283565 87.683 33.06122 -65.60529
759 59459.11957768518 94.616 29.38775 -65.60529
11206 59459.120672777775 627.478 112.81107 19.38277
751 59459.127935254626 325.747 0.0 -65.60529
948 59459.13170547454 225.279 347.76697 -64.03143
1055 59459.134312870374 138.704 340.18347 -62.45758
1168 59459.13591824074 348.517 336.52173 -60.88372
1409 59459.13995200231 133.439 326.88 -57.73602
1538 59459.141496435186 124.392 324.0 -56.16217
1672 59459.142936157405 128.792 321.61761 -54.58831
1812 59459.14442680556 126.762 319.14893 -53.01446
1956 59459.14589395833 451.501 316.8493 -51.44061
2580 59459.151119664355 127.271 310.60977 -45.1452
2747 59459.152592708335 118.444 308.57141 -43.57134
2918 59459.15396358796 21.701 306.9364 -41.99749
4925 59459.15421475694 56.204 92.57143 -24.68511
16119 59459.1548652662 248.149 139.89375 -26.99972
16119 59459.1548652662 248.149 92.34404 -25.62639
4309 59459.157737361114 116.241 90.44776 -29.40667
4110 59459.159082743055 1110.098 89.09091 -30.98052
2313 59459.17193109954 100.652 76.5 -46.71905
2156 59459.173096053244 481.073 75.48387 -48.2929
1576 59459.17866402778 158.267 67.5 -54.58831
1444 59459.18049582176 107.116 63.69231 -56.16217
1317 59459.181735590275 178.516 61.92 -57.73602
1195 59459.183801747684 110.204 57.0 -59.30987
1078 59459.185077256945 176.531 54.78261 -60.88372
967 59459.18712043981 184.086 49.54128 -62.45758
861 59459.18925106482 286.712 43.68932 -64.03143
760 59459.19256949074 897.954 33.06122 -65.60529
848 59459.202962476855 237.663 356.32651 -65.60529
948 59459.20571320602 82.671 347.76697 -64.03143
947 59459.2066700463 142.556 344.27182 -64.03143
1055 59459.20832 329.161 340.18347 -62.45758
13147 59459.212129733794 22.168 267.6684 33.54744
1286 59459.21238630787 84.572 330.0 -59.30987
13337 59459.21336515046 51.26 266.66666 35.12129
1409 59459.2139584375 44.029 326.88 -57.73602
13523 59459.214468032405 89.427 266.12903 36.69514
1538 59459.21550306713 18.017 324.0 -56.16217
13706 59459.21571159722 106.413 265.05493 38.269
1672 59459.21694322917 1.579 321.61761 -54.58831
13884 59459.21696150463 108.553 263.93259 39.84285
14059 59459.218217905094 18.652 262.75861 41.4167
1812 59459.21843378472 126.743 319.14893 -53.01446
1956 59459.219900717595 131.902 316.8493 -51.44061
2105 59459.22142736111 66.507 314.40002 -49.86675
14557 59459.222197118055 111.407 258.26086 46.13826
14715 59459.22348655092 128.201 256.81528 47.71211
14867 59459.224970358795 130.458 254.60526 49.28596
15015 59459.226480289355 10.336 252.2449 50.85982
2747 59459.226599918984 118.393 308.57141 -43.57134
2918 59459.22797020833 351.123 306.9364 -41.99749
15556 59459.23203413194 141.051 243.77954 57.15523
15678 59459.23366666667 143.969 240.49181 58.72908
15796 59459.23533297454 173.587 236.92308 60.30293
15907 59459.23734208333 1992.836 231.89189 61.8768
15884 59459.26040731482 136.342 157.2973 61.8768
15769 59459.26198534722 173.726 153.84616 60.30293
15647 59459.263996064816 267.718 149.01639 58.72908
15390 59459.26709465278 258.653 143.18181 55.58138
15113 59459.27008832176 250.45 138.16902 52.43367
14816 59459.272987048615 95.523 133.81578 49.28596
14661 59459.27409263889 128.858 132.99362 47.71211
14500 59459.27558405093 221.066 130.80745 46.13826
14166 59459.27814268519 125.082 128.11766 42.99055
13993 59459.27959039352 199.955 126.20689 41.4167
13635 59459.2819046875 122.452 124.61539 38.269
13449 59459.28332195602 106.187 122.90322 36.69514
13261 59459.284550972225 339.042 121.90476 35.12129
13523 59459.28847506944 107.442 266.12903 36.69514
13706 59459.28971861111 107.989 265.05493 38.269
13884 59459.290968483794 108.549 263.93259 39.84285
14059 59459.29222483796 85.397 262.75861 41.4167
11850 59459.29321322917 23.721 115.16588 24.10432
14229 59459.29348777778 67.345 261.52945 42.99055
11638 59459.294267233796 42.353 114.92958 22.53047
14396 59459.29475743056 124.995 260.24097 44.56441
14557 59459.29620413195 111.398 258.26086 46.13826
14715 59459.29749346065 33.55 256.81528 47.71211
10987 59459.297881770835 94.674 112.60274 17.80891
14867 59459.29897753472 472.052 254.60526 49.28596
15428 59459.304441099535 138.217 246.81818 55.58138
15556 59459.30604083333 141.054 243.77954 57.15523
15678 59459.30767340278 143.959 240.49181 58.72908
15796 59459.30933959491 173.615 236.92308 60.30293
15907 59459.311349027776 1717.551 231.89189 61.8768
4717 59459.331228090276 114.873 93.04348 -26.25896
4512 59459.33255763889 160.413 91.76471 -27.83282
15884 59459.33441427083 136.437 157.2973 61.8768
15769 59459.335993402776 8.239 153.84616 60.30293
3914 59459.33608876157 116.617 89.53847 -32.55437
3721 59459.33743849537 48.772 88.125 -34.12823
15647 59459.338002986115 57.695 149.01639 58.72908
3531 59459.33867075232 106.993 87.12766 -35.70208
3346 59459.33990909722 103.059 86.08696 -37.27593
15390 59459.341101909726 15.491 143.18181 55.58138
3163 59459.341281203706 108.171 84.53039 -38.84978
2985 59459.34253318287 108.73 83.38983 -40.42364
2810 59459.343791631945 26.233 82.19653 -41.99749
15113 59459.34409525463 71.809 138.16902 52.43367
2641 59459.344926377315 109.807 81.42857 -43.57134
2475 59459.34619729167 68.764 80.12196 -45.1452
14816 59459.3469931713 95.678 133.81578 49.28596
14661 59459.34810055556 200.785 132.99362 47.71211
2005 59459.35042445602 22.607 74.4 -49.86675
14336 59459.35068611111 90.742 130.12048 44.56441
1857 59459.35173636574 35.727 72.73972 -51.44061
14166 59459.352149872684 323.877 128.11766 42.99055
1445 59459.355898449074 1.211 66.46154 -56.16217
13635 59459.355912465275 122.325 124.61539 38.269
13449 59459.35732826389 48.836 122.90322 36.69514
1317 59459.35789349537 57.365 61.92 -57.73602
13261 59459.35855744213 50.348 121.90476 35.12129
1196 59459.35914017361 180.969 60.0 -59.30987
1078 59459.36123472222 176.574 54.78261 -60.88372
967 59459.36327840278 184.049 49.54128 -62.45758
861 59459.36540859954 200.37 43.68932 -64.03143
761 59459.36772769676 47.224 36.73469 -65.60529
11638 59459.36827427083 91.205 114.92958 22.53047
11423 59459.36932988426 221.083 114.69768 20.95662
10987 59459.37188871528 17.114 112.60274 17.80891
664 59459.372086793985 73.984 21.52174 -67.17914
10767 59459.372943090275 16.872 112.39819 16.23506
663 59459.37313836806 91.101 17.6087 -67.17914
662 59459.37419277778 90.985 13.69565 -67.17914
661 59459.37524584491 90.506 9.78261 -67.17914
660 59459.376293368055 330.601 5.86957 -67.17914
847 59459.38011976852 233.796 352.65305 -65.60529
947 59459.382825740744 142.875 344.27182 -64.03143
1055 59459.38447938657 351.078 340.18347 -62.45758
1286 59459.388542789355 135.899 330.0 -59.30987
1409 59459.39011569444 133.48 326.88 -57.73602
1538 59459.391660601854 124.508 324.0 -56.16217
1672 59459.39310166667 128.751 321.61761 -54.58831
1812 59459.394591840275 126.685 319.14893 -53.01446
1956 59459.396058101855 131.705 316.8493 -51.44061
2105 59459.39758246528 320.237 314.40002 -49.86675
2580 59459.401288912035 126.899 310.60977 -45.1452
2747 59459.40275765046 118.257 308.57141 -43.57134
2918 59459.40412636574 95.802 306.9364 -41.99749
4717 59459.405235185186 104.843 93.04348 -26.25896
3274 59459.40644864583 315.117 305.30386 -38.84978
3914 59459.41009583334 763.568 89.53847 -32.55437
2641 59459.41893342593 109.802 81.42857 -43.57134
2475 59459.42020428241 110.387 80.12196 -45.1452
2314 59459.421481909725 99.499 78.75 -46.71905
2157 59459.422633518516 370.943 77.80645 -48.2929
1715 59459.42692684028 257.343 71.48936 -53.01446
1445 59459.42990534722 280.098 66.46154 -56.16217
1196 59459.433147222226 280.61 60.0 -59.30987
968 59459.43639502315 179.708 52.84404 -62.45758
862 59459.43847497685 196.907 47.18447 -64.03143
762 59459.440753993054 84.758 40.40816 -65.60529
761 59459.441734988424 286.29 36.73469 -65.60529
665 59459.44504853009 90.302 25.43478 -67.17914
664 59459.44609369213 90.883 21.52174 -67.17914
663 59459.447145578706 91.106 17.6087 -67.17914
662 59459.448200046296 90.964 13.69565 -67.17914
661 59459.44925287037 90.461 9.78261 -67.17914
660 59459.45029987268 89.601 5.86957 -67.17914
659 59459.451336921295 241.05 1.95652 -67.17914
847 59459.45412685185 233.786 352.65305 -65.60529
947 59459.45683270833 219.457 344.27182 -64.03143
1054 59459.45937271991 136.099 336.88074 -62.45758
1167 59459.46094793981 72.749 333.3913 -60.88372
13148 59459.46178994213 65.658 269.53366 33.54744
1286 59459.46254987268 40.189 330.0 -59.30987
13338 59459.463015023146 95.733 268.57144 35.12129
1409 59459.46412304398 133.484 326.88 -57.73602
1538 59459.46566799768 124.536 324.0 -56.16217
1672 59459.467109386576 128.732 321.61761 -54.58831
1812 59459.468599340275 126.654 319.14893 -53.01446
1956 59459.470065243055 131.617 316.8493 -51.44061
2105 59459.47158858796 122.888 314.40002 -49.86675
2258 59459.47301090278 128.445 312.38708 -48.2929
14868 59459.47449753472 128.21 256.97369 49.28596
15016 59459.47598144676 67.668 254.69388 50.85982
2747 59459.4767646412 62.834 308.57141 -43.57134
15158 59459.47749188657 55.359 252.25352 52.43367
2918 59459.47813261574 200.81 306.9364 -41.99749
3274 59459.480456805555 533.893 305.30386 -38.84978
15908 59459.48663612269 2275.749 235.13515 61.8768
15768 59459.51297581018 102.445 150.76923 60.30293
15647 59459.51416151621 167.614 149.01639 58.72908
15521 59459.516101493056 100.176 144.56694 57.15523
15390 59459.5172609375 258.527 143.18181 55.58138
15113 59459.52025314815 250.189 138.16902 52.43367
14816 59459.52314885417 96.034 133.81578 49.28596
14661 59459.5242603588 128.5 132.99362 47.71211
14500 59459.52574762732 221.174 130.80745 46.13826
14166 59459.52830751157 325.175 128.11766 42.99055
13635 59459.53207111111 122.009 124.61539 38.269
13449 59459.533483252315 106.223 122.90322 36.69514
13261 59459.534712685185 93.685 121.90476 35.12129
13148 59459.53579700232 105.846 269.53366 33.54744
13338 59459.53702207176 640.05 268.57144 35.12129
11638 59459.54443005787 91.507 114.92958 22.53047
11423 59459.54548916667 24.219 114.69768 20.95662
14558 59459.54576947917 110.212 260.49689 46.13826
14716 59459.54704508102 126.088 259.10828 47.71211
14868 59459.54850443287 51.607 256.97369 49.28596
10767 59459.54910173611 76.625 112.39819 16.23506
15016 59459.54998859954 471.796 254.69388 50.85982
15557 59459.55544920139 279.407 246.61418 57.15523
15797 59459.55868307871 169.337 240.0 60.30293
15908 59459.56064299768 1866.979 235.13515 61.8768
4513 59459.58225155093 114.584 93.52941 -27.83282
4310 59459.58357775463 86.718 92.23881 -29.40667
15884 59459.584581435185 310.005 157.2973 61.8768
15647 59459.588169456016 167.458 149.01639 58.72908
15521 59459.590107627315 69.591 144.56694 57.15523
3164 59459.590913078704 30.747 86.51934 -38.84978
15390 59459.59126894676 76.437 143.18181 55.58138
2986 59459.59215363426 107.706 85.42373 -40.42364
2811 59459.59340023148 74.333 84.27745 -41.99749
15113 59459.59426056713 250.096 138.16902 52.43367
14816 59459.59715519676 96.18 133.81578 49.28596
14661 59459.5982683912 45.16 132.99362 47.71211
2157 59459.59879107639 83.227 77.80645 -48.2929
14500 59459.59975435185 16.667 130.80745 46.13826
2006 59459.599947256946 78.462 76.8 -49.86675
14336 59459.60085538194 33.587 130.12048 44.56441
1858 59459.60124412037 92.476 75.20548 -51.44061
14166 59459.60231444445 169.306 128.11766 42.99055
1577 59459.60427400463 259.99 70.14706 -54.58831
1318 59459.60728314815 106.003 64.8 -57.73602
1197 59459.60851003472 177.023 63.0 -59.30987
1079 59459.610558912034 172.285 57.91304 -60.88372
968 59459.61255295139 179.71 52.84404 -62.45758
862 59459.61463292824 196.838 47.18447 -64.03143
762 59459.61691114584 223.342 40.40816 -65.60529
11423 59459.61949612269 58.271 114.69768 20.95662
666 59459.62017055556 33.359 29.34783 -67.17914
11207 59459.62055665509 56.163 114.47005 19.38277
665 59459.621206689815 164.303 25.43478 -67.17914
10767 59459.62310834491 289.436 112.39819 16.23506
660 59459.62645829861 89.426 5.86957 -67.17914
659 59459.62749332176 325.13 1.95652 -67.17914
846 59459.63125640046 149.943 348.97958 -65.60529
947 59459.63299185185 219.163 344.27182 -64.03143
1054 59459.63552846065 136.287 336.88074 -62.45758
1167 59459.637105856484 138.499 333.3913 -60.88372
1286 59459.63870885417 135.963 330.0 -59.30987
1409 59459.6402825 133.483 326.88 -57.73602
1538 59459.64182744213 124.588 324.0 -56.16217
1672 59459.64326943287 128.672 321.61761 -54.58831
1812 59459.64475869213 126.568 319.14893 -53.01446
1956 59459.646223599535 452.242 316.8493 -51.44061
2580 59459.65145788195 126.488 310.60977 -45.1452
2747 59459.652921863424 288.3 308.57141 -43.57134
4513 59459.65625866898 30.91 93.52941 -27.83282
3274 59459.656616423614 272.742 305.30386 -38.84978
3915 59459.65977315972 115.596 91.38462 -32.55437
3722 59459.66111107639 105.581 90.0 -34.12823
3532 59459.662333078704 106.07 89.04255 -35.70208
3347 59459.663560740744 117.453 88.04348 -37.27593
3164 59459.66492015046 107.184 86.51934 -38.84978
2986 59459.666160706016 107.705 85.42373 -40.42364
2811 59459.667407291665 97.085 84.27745 -41.99749
2642 59459.66853096065 108.697 83.57143 -43.57134
2476 59459.66978902778 109.246 82.31708 -45.1452
2315 59459.67105344908 250.642 81.0 -46.71905
2006 59459.673954398146 112.039 76.8 -49.86675
1858 59459.67525114583 100.911 75.20548 -51.44061
1716 59459.676419097224 27.173 74.04255 -53.01446
16062 59459.67673359954 225.09 73.55625 -53.36105
1446 59459.67933880787 274.584 69.23077 -56.16217
1197 59459.682516863424 274.496 63.0 -59.30987
969 59459.685693900465 175.239 56.14679 -62.45758
863 59459.68772212963 193.093 50.67961 -64.03143
763 59459.689957002316 276.333 44.08163 -65.60529
667 59459.69315530093 88.361 33.26087 -67.17914
666 59459.694177997684 632.684 29.34783 -67.17914
659 59459.70150072917 88.048 1.95652 -67.17914
750 59459.70251980324 237.029 358.04346 -67.17914
846 59459.705263194446 228.954 348.97958 -65.60529
946 59459.707913125 140.163 340.77667 -64.03143
1054 59459.709535381946 136.361 336.88074 -62.45758
1167 59459.71111363426 702.625 333.3913 -60.88372
14230 59459.71924586806 85.131 263.64709 42.99055
1956 59459.72023118055 23.471 316.8493 -51.44061
14397 59459.72050283565 107.82 262.40964 44.56441
2105 59459.72175075232 122.696 314.40002 -49.86675
2258 59459.72317084491 201.674 312.38708 -48.2929
15017 59459.72550503472 123.0 257.14285 50.85982
2747 59459.72692864583 5.17 308.57141 -43.57134
15159 59459.726988483795 112.787 254.78874 52.43367
2918 59459.72829388889 17.708 306.9364 -41.99749
15297 59459.72849884259 132.971 252.26279 54.00752
15429 59459.7300378588 50.647 249.54546 55.58138
3274 59459.73062405093 460.587 305.30386 -38.84978
15909 59459.73595491898 2214.852 238.37839 61.8768
15883 59459.76158978009 133.752 154.05406 61.8768
15768 59459.763137835645 270.112 150.76923 60.30293
15521 59459.76626413195 260.402 144.56694 57.15523
15254 59459.76927804398 98.638 139.27008 54.00752
15113 59459.7704196875 249.85 138.16902 52.43367
14816 59459.77331146991 224.618 133.81578 49.28596
14500 59459.77591121528 221.211 130.80745 46.13826
14166 59459.77847152778 325.213 128.11766 42.99055
13635 59459.78223556713 517.917 124.61539 38.269
12675 59459.78822997685 105.404 120.30151 30.39973
12474 59459.789449930555 105.103 119.40594 28.82588
12269 59459.79066640046 104.799 118.53659 27.25203
12062 59459.791879351855 104.496 117.69231 25.67818
11851 59459.793088796294 313.348 116.87204 24.10432
11207 59459.79671550926 241.608 114.47005 19.38277
15017 59459.79951189815 128.192 257.14285 50.85982
15159 59459.80099560185 130.519 254.78874 52.43367
15297 59459.802506238426 644.149 252.26279 54.00752
15909 59459.809961666666 2128.816 238.37839 61.8768
4112 59459.83460074074 86.007 92.72727 -30.98052
15883 59459.835596192126 28.909 154.05406 61.8768
3915 59459.835930787034 104.895 91.38462 -32.55437
15768 59459.83714484954 270.114 150.76923 60.30293
15521 59459.840271168985 260.338 144.56694 57.15523
15254 59459.84328434028 98.781 139.27008 54.00752
15113 59459.84442763889 240.497 138.16902 52.43367
2315 59459.847211168984 9.238 81.0 -46.71905
14816 59459.84731809028 89.114 133.81578 49.28596
2158 59459.84834950232 7.538 80.12904 -48.2929
14661 59459.848436747685 127.977 132.99362 47.71211
14500 59459.849917962965 95.592 130.80745 46.13826
14336 59459.851024351854 125.616 130.12048 44.56441
14166 59459.85247824074 8.524 128.11766 42.99055
1716 59459.85257689815 101.326 74.04255 -53.01446
1578 59459.85374965278 92.575 72.79412 -54.58831
13816 59459.85482112269 122.781 126.4045 39.84285
13635 59459.85624219907 39.34 124.61539 38.269
1319 59459.85669752315 266.999 67.68001 -57.73602
13069 59459.859787789355 10.366 122.17616 33.54744
1080 59459.8599077662 95.624 61.04348 -60.88372
12874 59459.861014525464 72.326 121.22449 31.97359
969 59459.86185163195 33.369 56.14679 -62.45758
12675 59459.86223784722 105.394 120.30151 30.39973
12474 59459.863457685184 36.512 119.40594 28.82588
863 59459.86388027778 173.367 50.67961 -64.03143
12062 59459.86588684028 19.716 117.69231 25.67818
763 59459.866115034725 84.767 44.08163 -65.60529
11851 59459.86709613426 104.581 116.87204 24.10432
